,z_nfm,zc1.1,zc6,zc5,zc9.7.2a,zc9.7.3a,zc9.7.1a,zc9.8a,zc9.101a,zc9.12a,ze1.1c,ze4,ze9.8b,ze11,ze12,ze44,ze14,ze16,zf12_a,zf14.8,zf14.12,zf14
3747,1.0,8000000.0,38.0,23.5,Нет,Нет,Нет,Нет,Да,Нет,,20000.0,2000.0,6000.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше недели,Нет,Нет,30222.0
3748,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,48.3,17.3,Нет,Нет,Нет,Нет,Нет,Нет,45.0,20000.0,400.0,3200.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше двух недель,Да,Нет,47300.0
3749,5.0,8000000.0,49.4,38.0,Нет,Нет,Нет,Нет,Да,Нет,200.0,36400.0,3000.0,6000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,Нет,Нет,190215.0
3750,1.0,ЖИЛЬЕ НЕ ПОДЛЕЖИТ ПРОДАЖЕ,34.6,20.0,Нет,Нет,Нет,Нет,Нет,Нет,32.0,10000.0,,1500.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше недели,Нет,Нет,30600.0
3751,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,42.4,28.5,Нет,Нет,Нет,Нет,Нет,Нет,80.0,10000.0,200.0,2800.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,Нет,Нет,36000.0
3752,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,28.6,21.2,Нет,Нет,Нет,Нет,Нет,Нет,,7000.0,,2500.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше двух недель,Нет,Нет,30700.0
3753,3.0,7000000.0,32.0,18.0,Нет,Нет,Нет,Нет,Нет,Да,280.0,30000.0,1000.0,6500.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,90000.0
3754,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,44.9,28.6,Нет,Нет,Нет,Нет,Нет,Нет,80.0,18000.0,750.0,7000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,Нет,Нет,48034.0
3755,2.0,10000000.0,47.0,31.0,Нет,Нет,Нет,Нет,Нет,Да,40.0,18000.0,750.0,5000.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Не больше месяца,Нет,Нет,45000.0
3756,5.0,10500000.0,54.6,48.0,Нет,Да,Нет,Нет,Нет,Нет,350.0,50000.0,1500.0,9000.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Ни одного дня,Да,Нет,104309.0
3757,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,56.0,46.0,Нет,Нет,Нет,Нет,Да,Нет,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,10000.0,,,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,Нет,Нет,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ
3758,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,37.3,18.9,Нет,Нет,Нет,Нет,Нет,Нет,23.0,12000.0,450.0,6500.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше месяца,Нет,Нет,25478.0
3759,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,48.6,34.0,Нет,Нет,Нет,Нет,Нет,Нет,68.0,22000.0,600.0,7800.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Нет,Не больше двух недель,Нет,Нет,71000.0
3760,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,34.6,23.6,Нет,Нет,Нет,Нет,Да,Нет,35.0,3500.0,500.0,6300.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше двух недель,Нет,Нет,12500.0
3761,2.0,20000000.0,54.0,41.0,Нет,Нет,Нет,Нет,Нет,Нет,45.0,15000.0,2000.0,8500.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше двух недель,Да,Нет,90000.0
3762,1.0,15000000.0,77.0,53.0,Нет,Нет,Нет,Нет,Да,Нет,48.0,10000.0,470.0,8000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше недели,Нет,Нет,29000.0
3763,1.0,НЕТ ОТВЕТА,64.0,35.0,Нет,Нет,Нет,Нет,Нет,Да,41.0,10000.0,200.0,9000.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Да,Полгода и больше,Нет,Да,104700.0
3764,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,35.2,20.1,Нет,Нет,Нет,Нет,Да,Нет,,12000.0,100.0,600.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше месяца,Нет,Нет,21300.0
3765,3.0,ЖИЛЬЕ ПРОДАТЬ НЕВОЗМОЖНО,54.3,36.5,Нет,Нет,Нет,Нет,Нет,Нет,220.0,30000.0,1200.0,7000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше двух недель,Нет,Нет,62000.0
3766,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,57.3,12.0,Нет,Нет,Нет,Нет,Нет,Нет,80.0,8000.0,300.0,3000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше недели,Да,Нет,45000.0
3767,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,28.7,21.8,Нет,Нет,Нет,Нет,Да,Нет,160.0,12000.0,300.0,3650.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше двух недель,Нет,Нет,28000.0
3768,2.0,ЖИЛЬЕ ПРОДАТЬ НЕВОЗМОЖНО,56.9,34.8,Нет,Нет,Нет,Нет,Нет,Нет,210.0,17000.0,450.0,4100.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Ни одного дня,Нет,Нет,26000.0
3769,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,42.6,36.0,Нет,Нет,Нет,Нет,Нет,Нет,,15000.0,300.0,10000.0,Да,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше недели,Нет,Да,53000.0
3770,2.0,15000000.0,98.0,76.0,Нет,Да,Нет,Нет,Да,Нет,,25000.0,800.0,5800.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Да,Полгода и больше,Нет,Нет,72100.0
3771,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,72.0,50.0,Нет,Нет,Нет,Нет,Нет,Нет,84.0,18000.0,1200.0,7970.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше недели,Нет,Нет,45000.0
3772,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,71.0,56.0,Нет,Нет,Нет,Нет,Нет,Нет,,15000.0,300.0,3700.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Нет,Несколько месяцев,Нет,Нет,70000.0
3773,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,24.0,16.0,Нет,Нет,Нет,Нет,Нет,Нет,38.0,24000.0,1200.0,4100.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Нет,Несколько месяцев,Нет,Нет,80000.0
3774,2.0,8000000.0,44.0,28.0,Нет,Нет,Нет,Нет,Да,Нет,50.0,40000.0,3000.0,7000.0,Нет,"Не сортирует, так как не считает нужным",Нет,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,Полгода и больше,Нет,Нет,ОТКАЗ ОТ ОТВЕТА
3775,4.0,11000000.0,46.0,21.9,Нет,Да,Нет,Нет,Да,Нет,280.0,30000.0,1500.0,6000.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Нет,Не больше недели,Да,Нет,140000.0
3776,1.0,15000000.0,68.0,52.0,Нет,Нет,Нет,Нет,Нет,Да,,20000.0,900.0,7500.0,Да,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше месяца,Да,Нет,64000.0
3777,2.0,15000000.0,80.0,48.0,Нет,Да,Нет,Нет,Да,Нет,,15000.0,1500.0,8000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше недели,Нет,Нет,61200.0
3778,1.0,12000000.0,78.0,47.0,Да,Нет,Нет,Нет,Да,Нет,80.0,5000.0,310.0,6000.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Несколько месяцев,Нет,Нет,21000.0
3779,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,37.0,30.0,Нет,Нет,Нет,Нет,Нет,Нет,40.0,15000.0,1000.0,3500.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Нет,Не больше месяца,Нет,Нет,46000.0
3780,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,37.4,21.0,Нет,Нет,Нет,Нет,Нет,Нет,15.0,10000.0,150.0,5000.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Да,Несколько месяцев,Нет,Нет,21000.0
3781,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,60.2,32.6,Нет,Нет,Нет,Нет,Нет,Нет,,30000.0,1000.0,3500.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Ни одного дня,Нет,Нет,52000.0
3782,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,45.3,30.7,Нет,Нет,Нет,Нет,Нет,Нет,40.0,8000.0,150.0,4400.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Нет,Несколько месяцев,Нет,Нет,25000.0
3783,1.0,nan,43.0,20.0,Нет,Нет,Нет,Нет,Нет,Нет,40.0,15000.0,1000.0,26000.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Несколько месяцев,Нет,Нет,70000.0
3784,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,37.4,30.0,Нет,Нет,Нет,Нет,Нет,Нет,,20000.0,1500.0,5800.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше недели,Нет,Нет,63000.0
3785,4.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,75.0,42.0,Нет,Нет,Нет,Нет,Нет,Нет,25.0,30000.0,1600.0,7200.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Нет,Не больше месяца,Нет,Нет,96400.0
3786,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,80.0,55.0,Нет,Нет,Нет,Да,Да,Нет,40.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,1500.0,4100.0,Нет,"Не сортирует, но хотела бы",Нет,Да,Не больше месяца,Нет,Нет,93000.0
3787,4.0,10000000.0,53.0,33.0,Нет,Да,Нет,Нет,Да,Нет,130.0,40000.0,2600.0,7240.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше недели,Да,Нет,186600.0
3788,4.0,13000000.0,53.8,35.0,Нет,Нет,Нет,Нет,Нет,Да,225.0,30000.0,1700.0,7200.0,Нет,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,Нет,Нет,Полгода и больше,Да,Нет,115000.0
3789,1.0,10000000.0,51.0,30.0,Нет,Нет,Нет,Нет,Нет,Нет,50.0,10000.0,500.0,6000.0,Нет,"Не сортирует, но хотела бы",Нет,Да,Не больше месяца,Нет,Нет,27060.0
3790,1.0,15000000.0,54.0,43.0,Нет,Нет,Нет,Нет,Нет,Нет,200.0,13000.0,,,Да,"Не сортирует, так как не считает нужным",Нет,Нет,Несколько месяцев,Нет,Нет,30504.0
3791,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,58.0,55.0,Нет,Да,Нет,Нет,Да,Да,40.0,15000.0,1500.0,10000.0,Нет,Сортирует пищевой и непищевой мусор,Да,Да,Полгода и больше,Нет,Да,109920.0
3792,3.0,8000000.0,53.0,28.0,Нет,Да,Нет,Нет,Нет,Да,200.0,25000.0,1300.0,6500.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,54000.0
3793,4.0,20000000.0,60.0,40.0,Нет,Да,Нет,Нет,Да,Да,150.0,40000.0,2000.0,10000.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Не больше недели,Да,Нет,204000.0
3794,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,50.6,37.0,Нет,Нет,Нет,Нет,Да,Нет,42.0,7000.0,300.0,7000.0,Нет,"Не сортирует, но хотела бы",Нет,Да,Не больше недели,Нет,Нет,20450.0
3795,4.0,20000000.0,86.0,60.0,Нет,Да,Нет,Нет,Да,Нет,50.0,16000.0,3000.0,9000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше недели,Да,Нет,185000.0
3796,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,80.0,52.0,Нет,Да,Нет,Нет,Да,Нет,38.0,20000.0,1500.0,8000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,108000.0
3797,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,77.4,57.0,Нет,Нет,Нет,Нет,Да,Нет,,15000.0,50.0,,Нет,"Не сортирует, но хотела бы",Нет,Нет,Не больше месяца,Нет,Нет,26333.0
3798,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,73.0,54.2,Нет,Нет,Нет,Нет,Да,Нет,156.0,20000.0,500.0,,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Несколько месяцев,Нет,Нет,49500.0
3799,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,60.2,39.7,Нет,Нет,Нет,Нет,Да,Нет,90.0,35000.0,500.0,8067.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше месяца,Да,Нет,60940.0
3800,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,59.9,44.5,Нет,Нет,Нет,Нет,Нет,Нет,24.0,10000.0,300.0,6256.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше недели,Нет,Нет,42100.0
3801,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,30.2,18.2,Нет,Да,Нет,Нет,Нет,Да,45.0,15000.0,1000.0,5300.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Несколько месяцев,Да,Нет,522700.0
3802,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,45.5,29.8,Нет,Да,Нет,Нет,Да,Да,90.0,20000.0,1900.0,5655.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Не больше двух недель,Нет,Нет,77086.0
3803,5.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,59.5,38.6,Нет,Да,Нет,Нет,Нет,Да,135.0,40000.0,1100.0,9756.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Полгода и больше,Нет,Нет,181807.0
3804,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,45.5,29.8,Нет,Нет,Нет,Нет,Да,Нет,35.0,8000.0,500.0,4100.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Не больше недели,Нет,Нет,36100.0
3805,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,45.5,29.8,Нет,Нет,Нет,Нет,Нет,Да,100.0,20000.0,425.0,7363.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Несколько месяцев,Нет,Нет,90000.0
3806,3.0,15000000.0,76.4,50.3,Нет,Да,Нет,Нет,Да,Да,300.0,28000.0,1100.0,6800.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Не больше месяца,Нет,Нет,60000.0
3807,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,94.0,56.0,Нет,Нет,Нет,Нет,Нет,Нет,80.0,10000.0,550.0,7800.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Несколько месяцев,Нет,Нет,66200.0
3808,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,53.6,39.7,Нет,Нет,Нет,Нет,Нет,Нет,130.0,15000.0,500.0,5200.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше месяца,Нет,Нет,47000.0
3809,4.0,14000000.0,63.4,44.0,Нет,Нет,Нет,Нет,Нет,Нет,35.0,25000.0,1000.0,12000.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Несколько месяцев,Нет,Нет,136000.0
3810,1.0,15000000.0,63.4,40.5,Нет,Да,Нет,Нет,Да,Нет,,8000.0,275.0,6000.0,Да,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше недели,Да,Нет,60000.0
3811,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,58.5,41.5,Нет,Да,Нет,Нет,Да,Нет,80.0,13000.0,1000.0,4973.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Да,Нет,Не больше месяца,Нет,Да,64000.0
3812,4.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,76.0,30.0,Нет,Да,Нет,Нет,Да,Нет,320.0,30000.0,2000.0,7500.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Ни одного дня,Нет,Нет,89400.0
3813,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,53.5,18.0,Да,Нет,Нет,Нет,Да,Да,140.0,35000.0,2500.0,4200.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Ни одного дня,Нет,Нет,143190.0
3814,4.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,55.6,28.0,Нет,Да,Нет,Нет,Да,Да,185.0,40000.0,1000.0,10000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше недели,Нет,Нет,142000.0
3815,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,74.0,18.0,Нет,Нет,Нет,Нет,Да,Нет,120.0,12000.0,300.0,6000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Да,Ни одного дня,Нет,Нет,35000.0
3816,4.0,12000000.0,55.4,34.2,Нет,Да,Нет,Нет,Да,Нет,150.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,1200.0,6820.0,Нет,Сортирует пищевой и непищевой мусор,Да,ОТКАЗ ОТ ОТВЕТА,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,Нет,Да,110000.0
3817,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,63.6,42.0,Нет,Да,Нет,Нет,Да,Нет,150.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,1000.0,5120.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Полгода и больше,Нет,Нет,75500.0
3818,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,54.0,32.0,Да,Нет,Нет,Нет,Нет,Нет,200.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,400.0,8200.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,120000.0
3819,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,28.6,18.4,Нет,Нет,Нет,Нет,Да,Нет,120.0,20000.0,600.0,3280.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше двух недель,Нет,Нет,41000.0
3820,2.0,nan,32.6,20.2,Нет,Нет,Нет,Нет,Нет,Нет,100.0,15000.0,600.0,25000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше двух недель,Нет,Нет,60000.0
3821,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,73.6,50.2,Нет,Да,Нет,Нет,Да,Нет,100.0,25000.0,300.0,5120.0,Нет,"Не сортирует, но хотела бы",Нет,Да,Полгода и больше,Нет,Нет,71000.0
3822,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,37.4,22.8,Да,Нет,Нет,Нет,Нет,Нет,67.0,18000.0,500.0,1502.51,Нет,"Не сортирует, но хотела бы",Нет,Нет,Несколько месяцев,Нет,Нет,38000.0
3823,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,31.2,18.8,Нет,Нет,Нет,Нет,Нет,Нет,,10000.0,300.0,,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше месяца,Нет,Нет,25000.0
3824,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,65.6,30.0,Нет,Да,Нет,Нет,Да,Нет,70.0,25000.0,800.0,7800.0,Нет,Сортирует пищевой и непищевой мусор,Да,Да,Не больше месяца,Нет,Да,223100.0
3825,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,64.0,42.0,Нет,Нет,Нет,Нет,Нет,Нет,70.0,20000.0,150.0,5400.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Да,Полгода и больше,Нет,Нет,59600.0
3826,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,35.0,19.0,Нет,Нет,Нет,Нет,Нет,Нет,80.0,10000.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Ни одного дня,Нет,Нет,33000.0
3827,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,63.0,39.0,Нет,Нет,Нет,Нет,Нет,Нет,45.0,12000.0,500.0,5250.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Полгода и больше,Нет,Нет,57000.0
3828,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,62.5,39.0,Нет,Нет,Нет,Нет,Нет,Нет,39.0,14000.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,3100.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше недели,Нет,Да,64000.0
3829,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,38.7,24.0,Нет,Нет,Нет,Нет,Нет,Нет,52.0,16000.0,500.0,7000.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Нет,Не больше двух недель,Нет,Нет,51750.0
