,z_nfm,zc1.1,zc6,zc5,zc9.7.2a,zc9.7.3a,zc9.7.1a,zc9.8a,zc9.101a,zc9.12a,ze1.1c,ze4,ze9.8b,ze11,ze12,ze44,ze14,ze16,zf12_a,zf14.8,zf14.12,zf14
3830,4.0,10000000.0,41.0,24.0,Нет,Да,Нет,Нет,Да,Нет,,22000.0,1000.0,3500.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Да,Не больше месяца,Да,Да,150000.0
3831,2.0,10000000.0,49.0,28.5,Нет,Нет,Нет,Нет,Нет,Да,90.0,10000.0,200.0,4400.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Да,Полгода и больше,Нет,Нет,58000.0
3832,3.0,10000000.0,64.9,43.3,Нет,Нет,Нет,Нет,Да,Нет,,15000.0,1800.0,5000.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Нет,Не больше месяца,Нет,Нет,136000.0
3833,4.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,30.2,16.8,Нет,Да,Нет,Нет,Да,Нет,170.0,35000.0,880.0,5000.0,Да,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Ни одного дня,Нет,Нет,89000.0
3834,4.0,10000000.0,67.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,Нет,Да,Нет,Нет,Да,Нет,400.0,30000.0,3000.0,12000.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше двух недель,Нет,Нет,128000.0
3835,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,53.0,39.0,Нет,Нет,Нет,Нет,Нет,Нет,37.0,20000.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,7500.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Ни одного дня,Нет,Нет,32800.0
3836,4.0,12000000.0,63.0,43.0,Нет,Нет,Нет,Нет,Нет,Нет,330.0,40000.0,1800.0,7500.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше недели,Нет,Нет,110000.0
3837,4.0,6000000.0,34.2,19.0,Нет,Да,Нет,Нет,Нет,Да,,80000.0,3000.0,4500.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Не больше месяца,Нет,Нет,222000.0
3838,3.0,10000000.0,41.4,25.7,Да,Нет,Нет,Да,Нет,Да,200.0,30000.0,1300.0,5000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Да,Несколько месяцев,Нет,Нет,185000.0
3839,2.0,6000000.0,63.4,41.4,Нет,Нет,Нет,Нет,Да,Нет,38.0,10000.0,1000.0,6000.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Несколько месяцев,Нет,Нет,36000.0
3840,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,42.0,27.0,Нет,Нет,Нет,Нет,Нет,Нет,35.0,20000.0,500.0,2500.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Несколько месяцев,Нет,Нет,55600.0
3841,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,58.0,34.2,Нет,Нет,Нет,Нет,Нет,Нет,30.0,15000.0,601.0,4242.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Полгода и больше,Нет,Нет,56500.0
3842,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,42.3,23.6,Нет,Нет,Нет,Нет,Нет,Нет,100.0,20000.0,1100.0,5200.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Да,Не больше месяца,Нет,Нет,67320.0
3843,4.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,104.3,63.0,Да,Нет,Нет,Нет,Нет,Нет,100.0,40000.0,1700.0,5000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше двух недель,Да,Нет,103600.0
3844,5.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,93.5,67.6,Нет,Да,Нет,Нет,Да,Нет,120.0,32000.0,3000.0,9700.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Да,Не больше месяца,Нет,Нет,128000.0
3845,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,63.3,18.6,Нет,Да,Нет,Нет,Нет,Нет,,18000.0,400.0,,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Да,Не больше месяца,Нет,Нет,48500.0
3846,2.0,ЖИЛЬЕ ПРОДАТЬ НЕВОЗМОЖНО,32.6,18.0,Нет,Нет,Нет,Нет,Нет,Нет,36.0,17000.0,600.0,4800.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Не больше недели,Нет,Нет,52600.0
3847,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,43.2,37.6,Нет,Нет,Нет,Нет,Да,Нет,56.0,14000.0,,5300.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Да,Не больше месяца,Нет,Нет,56500.0
3848,2.0,7000000.0,30.2,22.0,Да,Нет,Нет,Нет,Да,Нет,80.0,9000.0,700.0,5000.0,Нет,"Не сортирует, так как не считает нужным",Нет,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,Несколько месяцев,Нет,Нет,64000.0
3849,1.0,6000000.0,32.0,20.0,Нет,Нет,Нет,Нет,Нет,Нет,60.0,6500.0,100.0,7000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Несколько месяцев,Нет,Нет,23700.0
3850,2.0,7000000.0,42.7,27.0,Нет,Нет,Нет,Нет,Да,Нет,80.0,16000.0,700.0,3500.0,Нет,"Не сортирует, но хотела бы",Нет,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,Несколько месяцев,Нет,Нет,70000.0
3851,4.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,49.0,28.0,Нет,Да,Нет,Нет,Да,Да,188.0,25000.0,1200.0,9200.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше месяца,Нет,Нет,111600.0
3852,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,48.6,28.2,Нет,Да,Нет,Нет,Нет,Нет,104.0,30000.0,2800.0,7500.0,Да,"Не сортирует, но хотела бы",Нет,Нет,Не больше месяца,Да,Нет,160000.0
3853,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,42.8,27.4,Нет,Нет,Нет,Нет,Нет,Нет,,7500.0,150.0,2700.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше месяца,Нет,Да,39800.0
3854,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,42.3,28.0,Нет,Нет,Нет,Нет,Нет,Нет,63.0,12000.0,700.0,5500.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше двух недель,Нет,Нет,55000.0
3855,4.0,ОТКАЗ ОТ ОТВЕТА,57.8,37.2,Нет,Нет,Нет,Нет,Нет,Да,114.0,40000.0,2150.0,9000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Да,Нет,153200.0
3856,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,35.6,18.0,Да,Нет,Нет,Нет,Да,Нет,40.0,20000.0,500.0,4800.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше двух недель,Нет,Нет,52700.0
3857,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,68.0,48.0,Нет,Нет,Нет,Нет,Нет,Нет,,24000.0,600.0,5500.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше месяца,Нет,Нет,131194.0
3858,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,42.6,26.6,Нет,Нет,Нет,Нет,Нет,Нет,40.0,15000.0,500.0,4000.0,Да,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Не больше недели,Да,Нет,37000.0
3859,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,58.7,41.8,Нет,Нет,Нет,Нет,Нет,Нет,39.0,15000.0,350.0,6300.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Да,Полгода и больше,Нет,Нет,32250.0
3860,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,30.0,18.0,Нет,Нет,Нет,Нет,Нет,Нет,78.0,25000.0,800.0,6500.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Несколько месяцев,Нет,Нет,56200.0
3861,1.0,6000000.0,52.0,44.0,Нет,Нет,Нет,Нет,Да,Нет,35.0,15000.0,1000.0,6500.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Несколько месяцев,Нет,Нет,32300.0
3862,4.0,5000000.0,53.0,48.0,Нет,Нет,Нет,Нет,Да,Нет,40.0,30000.0,2500.0,7000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,134000.0
3863,4.0,5000000.0,33.0,18.5,Нет,Да,Нет,Нет,Нет,Нет,100.0,25000.0,3000.0,7500.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Несколько месяцев,Нет,Нет,143000.0
3864,3.0,4000000.0,31.7,21.5,Нет,Да,Нет,Нет,Да,Нет,35.0,25000.0,1500.0,6000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Несколько месяцев,Нет,Нет,137000.0
3865,3.0,4000000.0,36.0,22.0,Нет,Нет,Нет,Нет,Да,Нет,,30000.0,3000.0,7000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Несколько месяцев,Нет,Нет,170000.0
3866,4.0,3500000.0,49.0,36.0,Нет,Да,Нет,Нет,Нет,Да,80.0,40000.0,4000.0,7000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,100000.0
3867,4.0,5000000.0,45.0,27.0,Нет,Да,Нет,Нет,Да,Да,100.0,35000.0,2000.0,8000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Несколько месяцев,Нет,Нет,195000.0
3868,4.0,6000000.0,58.0,46.0,Нет,Да,Нет,Нет,Да,Нет,50.0,30000.0,2000.0,7500.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,102000.0
3869,2.0,4500000.0,50.0,30.0,Нет,Нет,Нет,Нет,Да,Нет,50.0,10000.0,750.0,4000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,113000.0
3870,3.0,7000000.0,62.5,47.0,Нет,Да,Нет,Нет,Да,Нет,36.0,25000.0,2000.0,7000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,141000.0
3871,2.0,6000000.0,44.0,27.0,Нет,Да,Нет,Нет,Да,Нет,60.0,20000.0,2000.0,8000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,64000.0
3872,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,44.2,27.0,Нет,Нет,Нет,Нет,Да,Нет,40.0,16000.0,500.0,10000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,25000.0
3873,2.0,4000000.0,61.0,34.0,Нет,Нет,Нет,Нет,Нет,Нет,86.0,20000.0,2000.0,5500.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Несколько месяцев,Нет,Нет,94000.0
3874,8.0,5000000.0,37.8,25.0,Нет,Нет,Нет,Нет,Нет,Да,150.0,40000.0,5000.0,6000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,175000.0
3875,2.0,4000000.0,46.0,32.0,Нет,Нет,Нет,Нет,Да,Да,60.0,15000.0,1000.0,4000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше месяца,Нет,Нет,72000.0
3876,4.0,4000000.0,50.0,29.0,Нет,Да,Нет,Нет,Нет,Нет,70.0,21000.0,2000.0,8000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Несколько месяцев,Нет,Нет,175000.0
3877,1.0,10000000.0,100.0,70.0,Нет,Нет,Нет,Нет,Нет,Нет,,20000.0,1000.0,11000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Полгода и больше,Нет,Нет,58000.0
3878,4.0,9000000.0,100.0,77.0,Нет,Да,Нет,Нет,Да,Нет,60.0,50000.0,4000.0,12500.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Полгода и больше,Нет,Нет,ОТКАЗ ОТ ОТВЕТА
3879,3.0,5000000.0,40.0,28.0,Нет,Нет,Нет,Нет,Да,Нет,40.0,15000.0,1000.0,11000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,62100.0
3880,3.0,8000000.0,53.0,38.0,Нет,Да,Нет,Нет,Да,Да,60.0,35000.0,2500.0,8000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Полгода и больше,Нет,Нет,144000.0
3881,2.0,6000000.0,52.0,43.0,Нет,Нет,Нет,Нет,Нет,Нет,40.0,15000.0,1000.0,5000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,22000.0
3882,3.0,8000000.0,64.0,38.0,Нет,Да,Нет,Нет,Да,Да,60.0,40000.0,4000.0,8000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Полгода и больше,Нет,Нет,631000.0
3883,6.0,8000000.0,82.0,54.0,Нет,Да,Нет,Нет,Нет,Нет,120.0,30000.0,5000.0,9000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Несколько месяцев,Нет,Нет,136000.0
3884,1.0,4000000.0,33.0,15.0,Нет,Нет,Нет,Нет,Да,Нет,50.0,20000.0,1000.0,5500.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Несколько месяцев,Нет,Нет,66000.0
3885,5.0,8000000.0,54.0,38.0,Нет,Да,Нет,Нет,Да,Да,120.0,40000.0,3000.0,10000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Полгода и больше,Нет,Нет,255000.0
3886,3.0,6000000.0,56.7,41.1,Нет,Нет,Нет,Нет,Да,Нет,60.0,30000.0,2000.0,8000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Несколько месяцев,Нет,Нет,115000.0
3887,2.0,6000000.0,55.6,45.0,Нет,Нет,Нет,Нет,Да,Нет,40.0,15000.0,1000.0,6000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше месяца,Нет,Нет,51000.0
3888,2.0,16000000.0,53.8,32.7,Нет,Нет,Нет,Нет,Нет,Нет,90.0,15000.0,300.0,7000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Да,Не больше месяца,Нет,Нет,46420.0
3889,2.0,15000000.0,53.8,32.3,Нет,Да,Нет,Нет,Да,Да,80.0,20000.0,600.0,5000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Несколько месяцев,Нет,Нет,104000.0
3890,5.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,51.5,31.8,Нет,Да,Нет,Нет,Да,Нет,315.0,80000.0,1100.0,8000.0,Нет,"Не сортирует, но хотела бы",Нет,Да,Несколько месяцев,Да,Нет,308400.0
3891,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,48.4,31.3,Нет,Нет,Нет,Нет,Нет,Да,205.0,40000.0,900.0,6400.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Да,Не больше двух недель,Нет,Нет,82770.0
3892,4.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,59.0,44.3,Нет,Нет,Нет,Нет,Нет,Нет,315.0,30000.0,1100.0,7600.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Да,Полгода и больше,Нет,Нет,120000.0
3893,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,51.5,32.2,Нет,Нет,Нет,Нет,Нет,Нет,45.0,20000.0,750.0,6913.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Ни одного дня,Нет,Нет,51500.0
3894,2.0,16000000.0,91.5,60.0,Да,Да,Нет,Нет,Да,Да,90.0,10000.0,300.0,6256.0,Нет,"Не сортирует, так как не считает нужным",Нет,Нет,Не больше двух недель,Нет,Нет,51844.0
3895,5.0,10000000.0,58.1,43.5,Да,Нет,Нет,Нет,Да,Да,315.0,30000.0,1250.0,8000.0,Нет,"Не сортирует, но хотела бы",Нет,Да,Не больше месяца,Нет,Нет,176700.0
3896,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,65.1,44.5,Нет,Нет,Нет,Нет,Да,Нет,45.0,25000.0,2000.0,6550.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше двух недель,Нет,Нет,54525.0
3897,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,33.4,23.2,Нет,Да,Нет,Нет,Да,Да,48.0,10000.0,360.0,3800.0,Нет,"Сортирует и даже специально сдает использованные батарейки, электронику, пластик, алюминиевые банки и др.в пункты приема",Нет,Да,Несколько месяцев,Нет,Нет,87856.0
3898,6.0,nan,42.3,34.5,Нет,Нет,Нет,Нет,Нет,Нет,90.0,40000.0,2000.0,33500.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Не больше месяца,Нет,Нет,152991.0
3899,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,44.6,28.5,Нет,Нет,Нет,Нет,Да,Нет,90.0,30000.0,2000.0,5000.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Не больше месяца,Нет,Нет,102000.0
3900,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,41.4,27.5,Нет,Нет,Нет,Нет,Да,Да,135.0,20000.0,1500.0,3400.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Не больше месяца,Нет,Нет,178000.0
3901,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,41.4,27.5,Нет,Нет,Нет,Нет,Нет,Нет,84.0,10000.0,500.0,5100.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Не больше месяца,Нет,Нет,25300.0
3902,2.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,42.3,27.5,Нет,Да,Нет,Нет,Нет,Нет,110.0,20000.0,900.0,6173.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Ни одного дня,Нет,Нет,55000.0
3903,3.0,5000000.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,18.0,Нет,Нет,Нет,Нет,Нет,Нет,35.0,15000.0,1000.0,4300.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Ни одного дня,Нет,Нет,69000.0
3904,3.0,10000000.0,62.0,41.9,Нет,Нет,Нет,Нет,Да,Нет,70.0,30000.0,1200.0,6300.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Ни одного дня,Нет,Нет,103000.0
3905,4.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,44.0,Нет,Нет,Нет,Нет,Да,Да,70.0,15000.0,1500.0,9000.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Ни одного дня,Да,Нет,97000.0
3906,3.0,14000000.0,65.0,36.0,Нет,Да,Нет,Нет,Нет,Нет,35.0,20000.0,1000.0,7500.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Несколько месяцев,Нет,Нет,178000.0
3907,3.0,12000000.0,61.0,46.0,Нет,Да,Да,Нет,Нет,Нет,120.0,30000.0,1800.0,7000.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Несколько месяцев,Да,Нет,111000.0
3908,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,73.4,44.4,Нет,Нет,Нет,Нет,Да,Нет,90.0,15000.0,600.0,,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Несколько месяцев,Нет,Нет,39600.0
3909,2.0,13000000.0,73.4,44.4,Нет,Нет,Нет,Нет,Да,Нет,35.0,7000.0,500.0,5000.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Не больше месяца,Нет,Нет,21830.0
3910,1.0,7000000.0,44.2,27.9,Нет,Нет,Нет,Нет,Нет,Нет,150.0,9500.0,300.0,7100.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Несколько месяцев,Нет,Нет,19038.0
3911,1.0,8000000.0,54.2,31.0,Нет,Нет,Нет,Нет,Да,Нет,120.0,15000.0,450.0,8000.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Не больше месяца,Нет,Нет,0.0
3912,1.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,44.2,32.0,Да,Нет,Нет,Нет,Нет,Нет,120.0,15000.0,400.0,7300.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Не больше месяца,Нет,Нет,40000.0
3913,3.0,15000000.0,58.7,43.1,Нет,Нет,Нет,Нет,Нет,Нет,70.0,30000.0,1000.0,12500.0,Нет,Сортирует пищевой и непищевой мусор,Нет,Нет,Несколько месяцев,Нет,Нет,160000.0
3914,4.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,55.0,32.0,Нет,Да,Нет,Нет,Да,Да,,50000.0,1000.0,11000.0,Нет,"Не сортирует, так как нет возможности потом его раздельно выбрасывать в общественные контейнеры",Нет,Нет,Несколько месяцев,Да,Нет,104000.0
3915,2.0,15000000.0,60.0,35.0,Нет,Нет,Нет,Нет,Нет,Нет,120.0,18000.0,1000.0,4700.0,Нет,"Не сортирует, но хотела бы",Нет,Нет,Не больше двух недель,Нет,Нет,61800.0
3916,3.0,ЗАТРУДНЯЮСЬ ОТВЕТИТЬ,47.2,31.4,Нет,Да,Нет,Нет,Да,Да,102.0,21000.0,2000.0,6200.0,Нет,"Не сортирует, так как не считает нужным",Нет,Да,Несколько месяцев,Нет,Нет,210500.0
3917,2.0,10000000.0,50.0,35.0,Нет,Да,Нет,Нет,Нет,Да,40.0,15000.0,900.0,6000.0,Нет,Сортирует пищевой и непищевой мусор,Да,Нет,Несколько месяцев,Нет,Да,107000.0
